loan_id,borrower_id,borrower_name,original_principal,current_balance,interest_rate,origination_date,maturity_date,loan_term_months,payment_status,days_past_due,property_state,loan_purpose,property_type,credit_score,ltv_ratio,dti_ratio,document_status,last_updated_at,source_system,servicer_name
LN-000907,BR-000021,Kavya Gupta,687213.84,451172.41,-2.041,2023-02-24,2043-02-24,240,Current,0,MD,Refinance,Townhouse,800,0.7669,0.3426,Pending,2026-07-22T09:00:00Z,OriginationCore,ServicerX
LN-000908,BR-000219,Rahul Rao,230166.64,188824.97,8.193,2025-11-21,2050-11-22,300,Current,0,RI,Purchase,MultiFamily,724,0.7195,0.1727,Complete,2026-08-19T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000909,BR-000679,Nisha Trivedi,657454.85,435437.19,11.121,2026-03-25,2041-03-25,180,Current,0,WY,Construction,MultiFamily,792,0.704,0.3616,Complete,2026-07-06T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000910,BR-002373,Nisha Menon,805778.68,632952.39,5.854,2025-05-26,2050-05-27,300,Current,0,OR,Purchase,MultiFamily,585,0.8248,0.4606,Complete,2026-08-03T09:00:00Z,OriginationCore,ServicerX
LN-000911,BR-001206,Ananya Sethi,142101.64,128618.19,7.648,2024-04-09,2039-04-10,180,90+ Days,161,AR,Construction,SingleFamily,722,0.6601,0.2893,Complete,2026-08-12T09:00:00Z,OriginationCore,MeridianServicing
LN-000912,BR-000935,Kavya Trivedi,197827.43,157694.23,5.535,2021-06-13,2031-06-13,120,Current,0,TN,Refinance,Condo,748,0.8934,0.415,Pending,2026-07-11T09:00:00Z,OriginationCore,MeridianServicing
LN-000913,BR-002320,Aman Sethi,866017.46,521199.03,6.925,2022-07-17,2032-07-16,120,Default,321,GA,Construction,MultiFamily,719,0.7721,0.302,Complete,2026-08-17T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000914,BR-000062,Siddharth Banerjee,343009.81,328028.18,12.301,2022-03-01,2047-03-02,300,Current,0,UT,Refinance,Condo,786,0.6907,0.35,Missing,2026-08-13T09:00:00Z,OriginationCore,ServicerX
LN-000915,BR-001273,Kavya Pillai,710635.82,437423.99,10.199,2024-04-02,2044-04-02,240,Current,0,AK,Refinance,Townhouse,772,0.5231,0.1523,Pending,2026-07-20T09:00:00Z,OriginationCore,MeridianServicing
LN-000916,BR-001586,Kavya Bose,821238.17,812463.35,3.863,2022-01-09,2052-01-10,360,Current,0,SC,CashOutRefi,SingleFamily,592,0.9199,0.2813,Complete,2026-08-19T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000917,BR-000223,Tara Sethi,299079.39,277380.64,11.897,Jul 31 2024,2045-07-04,240,Current,0,PA,Construction,Townhouse,740,0.479,0.4055,Complete,2026-08-06T09:00:00Z,OriginationCore,MeridianServicing
LN-000918,BR-000665,Arjun Gupta,811360.7,660031.96,13.183,2026-03-21,2046-03-21,240,Current,0,WI,Construction,Condo,732,0.4755,0.1568,Complete,2026-08-01T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000919,BR-002316,Aman Nair,834404.57,0.0,11.845,2021-02-01,2046-02-02,300,Paid Off,0,AK,Construction,MultiFamily,597,0.9337,0.2195,Complete,2026-08-16T09:00:00Z,OriginationCore,ServicerX
LN-000920,BR-001413,Nisha Reddy,354197.1,0.0,8.373,2022-11-19,2037-11-19,180,Paid Off,0,NJ,Purchase,Condo,797,0.9479,0.4677,Complete,2026-08-14T09:00:00Z,OriginationCore,ServicerX
LN-000921,BR-002103,Ishita Kapoor,50394.78,44354.89,8.379,2024-07-28,2054-07-29,360,Current,0,MO,Purchase,Condo,635,0.6461,0.462,Complete,2026-08-11T09:00:00Z,OriginationCore,MeridianServicing
LN-000922,BR-000577,Nisha Joshi,667088.65,536789.47,8.868,2025-11-08,2045-11-08,240,Current,0,NV,CashOutRefi,MultiFamily,593,0.5301,0.2217,Complete,2026-08-23T09:00:00Z,OriginationCore,ServicerX
LN-000923,BR-002047,Kavya Mehta,504054.55,0.0,13.524,2021-02-17,2046-02-18,300,Paid Off,0,AL,Refinance,SingleFamily,804,0.6704,0.4372,Complete,2026-07-28T09:00:00Z,OriginationCore,ServicerX
LN-000924,BR-000703,Riya Kulkarni,271933.61,0.0,6.912,2024-03-27,2034-03-27,120,Paid Off,0,WA,Construction,Condo,774,0.6343,0.4392,Pending,2026-07-31T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000925,BR-001673,Priya Verma,770864.66,655137.81,5.632,2025-02-12,2040-02-13,180,Current,0,WV,Purchase,Townhouse,781,0.7866,0.3406,Complete,2026-08-06T09:00:00Z,OriginationCore,MeridianServicing
LN-000926,BR-000967,Nisha Desai,456573.06,424064.04,11.969,2021-04-27,2031-04-27,120,Current,0,AL,CashOutRefi,SingleFamily,676,0.6973,0.1795,Pending,2026-07-26T09:00:00Z,OriginationCore,ServicerX
LN-000927,BR-001500,Priya Verma,328707.01,324284.7,9.199,2022-06-28,2037-06-28,180,Current,0,CT,CashOutRefi,Townhouse,725,0.4827,0.1755,Complete,2026-07-14T09:00:00Z,OriginationCore,ServicerX
LN-000928,BR-000162,Siddharth Menon,328283.66,246527.67,9.144,2024-11-06,2034-11-06,120,Current,0,KS,Construction,MultiFamily,780,0.7007,0.1557,Complete,2026-07-19T09:00:00Z,OriginationCore,ServicerX
LN-000929,BR-002222,Manav Trivedi,858689.99,559103.0,11.243,2026-01-10,2046-01-10,240,Current,0,NC,CashOutRefi,Condo,656,0.8854,0.2682,Complete,2026-07-04T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000930,BR-002079,Tara Iyer,600180.14,449426.9,10.996,2025-08-31,2055-09-01,360,Current,0,CO,CashOutRefi,Condo,640,0.8924,0.2906,Complete,2026-07-23T09:00:00Z,OriginationCore,ServicerX
LN-000931,BR-000320,Aman Nair,72285.21,48500.2,11.273,2024-04-24,2054-04-25,360,Current,0,NY,Construction,Townhouse,718,0.4825,0.3683,Pending,2026-07-08T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000932,BR-002024,Arjun Kulkarni,761488.25,591745.98,6.66,2024-09-05,2049-09-06,300,Current,0,MT,Refinance,Condo,674,0.4285,0.2443,Complete,2026-08-14T09:00:00Z,OriginationCore,MeridianServicing
LN-000933,BR-000126,Rahul Mehta,668535.31,502016.27,6.215,2022-02-18,2047-02-19,300,Current,0,WY,CashOutRefi,MultiFamily,648,0.5382,0.477,Complete,2026-08-24T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000934,BR-001011,Ananya Kulkarni,169301.04,182582.5,11.503,2024-03-16,2049-03-17,300,60-89 Days,87,LA,Construction,Condo,801,0.9173,0.3412,Pending,2026-08-15T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000935,BR-000765,Siddharth Verma,394165.9,335500.8,11.308,2022-08-04,2032-08-03,120,Current,0,ID,CashOutRefi,Townhouse,622,0.9327,0.2102,Pending,2026-08-06T09:00:00Z,OriginationCore,ServicerX
LN-000936,BR-002067,Rahul Kulkarni,500279.78,356610.85,11.172,2022-07-22,2037-07-22,180,60-89 Days,71,MS,Purchase,Townhouse,712,0.5446,0.2852,Pending,2026-08-12T09:00:00Z,OriginationCore,MeridianServicing
LN-000937,BR-000919,Priya Bose,692589.72,468477.45,6.526,2022-10-24,2032-10-23,120,30-59 Days,49,DE,Purchase,SingleFamily,813,0.6647,0.3195,Complete,2026-08-10T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000938,BR-001616,Rohan Nair,278763.71,256174.83,6.74,2023-10-05,2043-10-05,240,Current,0,CT,CashOutRefi,MultiFamily,631,0.459,0.4051,Complete,2026-08-13T09:00:00Z,OriginationCore,ServicerX
LN-000939,BR-000976,Manav Gupta,668665.42,0.0,12.793,2021-01-25,2046-01-26,300,Paid Off,0,AK,CashOutRefi,Condo,758,0.8753,0.4308,Complete,2026-08-20T09:00:00Z,OriginationCore,ServicerX
LN-000940,BR-002146,Dev Kulkarni,200726.04,157139.05,3.692,2022-06-09,2032-06-08,120,Current,0,WI,Construction,SingleFamily,649,0.5985,0.2323,Complete,2026-08-19T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000941,BR-001754,Manav Iyer,188371.09,131029.61,13.989,2021-11-23,2041-11-23,240,Current,0,WI,Construction,Townhouse,651,0.5643,0.2087,Complete,2026-07-06T09:00:00Z,OriginationCore,MeridianServicing
LN-000942,BR-001391,Riya Sethi,885680.84,596089.82,14.092,2022-08-16,2052-08-16,360,Default,384,MA,CashOutRefi,Condo,708,0.4709,0.4853,Pending,2026-07-17T09:00:00Z,OriginationCore,ServicerX
LN-000943,BR-000162,Arjun Kapoor,71586.38,0.0,12.219,2022-09-05,2047-09-06,300,Paid Off,0,SD,Refinance,Condo,598,0.9272,0.1959,Pending,2026-08-26T09:00:00Z,OriginationCore,ServicerX
LN-000944,BR-002138,Sneha Sethi,108856.19,76152.43,9.389,2022-11-06,2042-11-06,240,Current,0,UT,Purchase,MultiFamily,657,0.5564,0.3319,Complete,2026-08-24T09:00:00Z,OriginationCore,MeridianServicing
LN-000945,BR-000910,Manav Gupta,172461.52,0.0,13.337,2020-11-26,2050-11-27,360,Closed,0,WA,CashOutRefi,Townhouse,618,0.8108,0.1954,Pending,2026-07-13T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000946,BR-002154,Sneha Mehta,294726.27,0.0,11.137,2022-04-09,2037-04-09,180,Paid Off,0,WV,Refinance,Condo,794,0.4346,0.2201,Complete,2026-08-22T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000947,BR-002129,Karan Sethi,580457.68,507813.66,6.017,2022-12-27,2032-12-26,120,Current,0,IN,Construction,MultiFamily,586,0.6929,0.4184,Complete,2026-08-21T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000948,BR-001315,Divya Rao,200399.99,141089.33,9.463,2021-04-17,2031-04-17,120,Current,0,NM,Refinance,Townhouse,619,0.8745,0.4797,Complete,2026-07-28T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000949,BR-002269,Karan Reddy,744167.8,652215.89,7.514,2020-09-04,2030-09-04,120,90+ Days,160,ID,Construction,SingleFamily,745,0.6578,0.1722,Complete,2026-08-02T09:00:00Z,OriginationCore,ServicerX
LN-000950,BR-000120,Ishita Mehta,836925.73,816264.46,4.984,2023-12-21,2048-12-21,300,Current,0,WV,Construction,Condo,605,0.803,0.4298,Complete,2026-07-04T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000951,BR-001332,Aditya Chauhan,250831.25,164053.69,12.078,2023-01-03,2033-01-02,120,Current,0,MA,CashOutRefi,MultiFamily,686,0.4672,0.4037,Complete,2026-08-16T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000952,BR-002339,Ishita Pillai,187327.44,123399.99,12.952,2023-12-14,2048-12-14,300,Current,0,SC,Purchase,Condo,808,0.6458,0.4387,Pending,2026-08-25T09:00:00Z,OriginationCore,MeridianServicing
LN-000953,BR-001010,Aman Gupta,535386.73,332646.17,11.737,2024-04-23,2034-04-23,120,Current,0,WA,Purchase,Condo,705,0.7894,0.4361,Complete,2026-08-05T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000954,BR-000552,Aditya Malhotra,161068.08,N/A,11.386,2023-09-06,2053-09-06,360,Current,0,OK,Refinance,Condo,589,0.8859,0.2429,Complete,2026-08-20T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000955,BR-001525,Kavya Rao,480028.09,337794.66,5.124,2020-10-04,2045-10-05,300,Current,0,AR,Purchase,Condo,584,0.553,0.2557,Pending,2026-08-13T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000956,BR-000861,Riya Nair,143058.71,131253.65,3.263,2022-10-23,2032-10-22,120,Current,0,TN,Refinance,MultiFamily,749,0.4132,0.256,Complete,2026-08-16T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000957,BR-001703,Dev Nair,98185.34,93386.82,5.42,2024-03-30,2054-03-31,360,60-89 Days,78,NY,Purchase,SingleFamily,617,0.6188,0.3717,Complete,2026-07-21T09:00:00Z,OriginationCore,ServicerX
LN-000958,BR-001680,Tara Kapoor,150367.33,129041.77,3.615,2024-08-22,2039-08-23,180,Current,0,DE,Purchase,Townhouse,683,0.4575,0.4696,Complete,2026-07-28T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000959,BR-001793,Karan Bose,165588.76,145177.47,13.643,2021-05-26,2031-05-26,120,Current,0,AZ,CashOutRefi,Condo,690,0.6092,0.2229,Complete,2026-07-24T09:00:00Z,OriginationCore,ServicerX
LN-000960,BR-000722,Rahul Nair,710151.44,629420.31,6.271,2023-01-10,2048-01-11,300,Current,0,SD,Refinance,MultiFamily,800,0.4048,0.3827,Missing,2026-08-08T09:00:00Z,OriginationCore,ServicerX
LN-000961,BR-001503,Aditya Malhotra,369240.4,336830.25,12.656,2023-03-11,2053-03-11,360,Current,0,WV,Purchase,Condo,763,0.7668,0.3587,Complete,2026-08-14T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000962,BR-000486,Ananya Pillai,749969.6,488005.09,5.194,2020-11-02,2050-11-03,360,30-59 Days,59,MN,CashOutRefi,MultiFamily,679,0.5688,0.4734,Complete,2026-07-28T09:00:00Z,OriginationCore,ServicerX
,BR-000221,Manav Reddy,804886.95,451770.2,7.161,2025-07-26,2045-07-26,240,30-59 Days,35,NM,Refinance,Townhouse,651,0.4332,0.3597,Complete,2026-07-27T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000964,BR-000519,Rohan Desai,412269.04,301545.99,10.476,2021-07-27,2031-07-27,120,Current,0,MI,CashOutRefi,MultiFamily,801,0.4872,0.4575,Complete,2026-08-18T09:00:00Z,OriginationCore,ServicerX
LN-000965,BR-001662,Dev Menon,77525.53,43214.16,13.513,2023-03-16,2038-03-16,180,Current,0,MS,Construction,MultiFamily,739,0.4357,0.305,Complete,2026-08-03T09:00:00Z,OriginationCore,MeridianServicing
LN-000966,BR-000436,Ananya Pillai,411394.59,270814.03,8.31,2023-03-18,2043-03-18,240,Current,0,DE,Purchase,SingleFamily,776,0.4652,0.4243,Complete,2026-07-27T09:00:00Z,OriginationCore,ServicerX
LN-000967,BR-000369,Dev Mehta,520766.85,639413.08,7.874,2021-10-12,2031-10-12,120,Current,0,OH,Purchase,SingleFamily,787,0.7997,0.2782,Complete,2026-07-09T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000968,BR-002083,Arjun Sethi,878070.99,661995.59,8.209,2025-03-11,2035-03-11,120,30-59 Days,37,AR,Construction,Condo,665,0.4438,0.1667,Pending,2026-08-14T09:00:00Z,OriginationCore,MeridianServicing
LN-000969,BR-000806,Priya Sharma,468228.16,340060.79,9.499,2023-04-26,2053-04-26,360,Current,0,MN,CashOutRefi,Townhouse,689,0.7869,0.3587,Complete,2026-08-19T09:00:00Z,OriginationCore,ServicerX
LN-000970,BR-000821,Aman Malhotra,333698.3,0.0,4.801,2026-05-06,2036-05-05,120,Closed,0,KY,Construction,Townhouse,691,0.8528,0.1776,Complete,2026-07-06T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000971,BR-001651,Manav Sethi,644555.67,363604.96,4.152,2024-11-08,2039-11-09,180,Current,0,SD,Purchase,SingleFamily,783,0.4641,0.3064,Complete,2026-08-09T09:00:00Z,OriginationCore,MeridianServicing
LN-000972,BR-002228,Siddharth Nair,81748.13,54410.37,12.436,2023-07-30,2033-07-29,120,30-59 Days,48,WI,CashOutRefi,SingleFamily,660,0.5371,0.4991,Complete,2026-08-11T09:00:00Z,OriginationCore,ServicerX
LN-000973,BR-002036,Nisha Trivedi,568974.64,515175.84,9.086,2023-07-17,2033-07-16,120,Current,0,SD,Refinance,SingleFamily,630,0.6548,0.3037,Complete,2026-08-07T09:00:00Z,OriginationCore,MeridianServicing
LN-000974,BR-000609,Sneha Banerjee,136747.11,0.0,6.297,2023-02-15,2048-02-16,300,Paid Off,0,NY,Construction,MultiFamily,643,0.5283,0.211,Complete,2026-08-20T09:00:00Z,OriginationCore,ServicerX
LN-000975,BR-001828,Priya Nair,545434.35,0.0,11.182,2023-03-01,2038-03-01,180,Paid Off,0,HI,Construction,Condo,586,0.5179,0.1678,Complete,2026-07-18T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000976,BR-000113,Divya Reddy,125669.4,77874.53,12.771,2025-03-22,2040-03-22,180,Current,0,KS,CashOutRefi,Townhouse,810,0.4806,0.1892,Missing,2026-07-15T09:00:00Z,OriginationCore,ServicerX
LN-000977,BR-002082,Priya Nair,582066.57,0.0,14.161,2020-10-04,2050-10-05,360,Closed,0,KY,CashOutRefi,Condo,621,0.8168,0.308,Pending,2026-07-15T09:00:00Z,OriginationCore,MeridianServicing
LN-000978,BR-000048,Siddharth Mehta,535424.48,413890.14,3.71,2023-10-17,2053-10-17,360,Current,0,KY,Purchase,Townhouse,701,0.5761,0.3833,Pending,2026-07-29T09:00:00Z,OriginationCore,ServicerX
LN-000979,BR-000345,Vikram Desai,528914.73,384743.67,13.246,2022-02-21,2037-02-21,180,Current,0,HI,Construction,Condo,698,0.7994,0.2872,Pending,2026-07-09T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000980,BR-001060,Meera Menon,277064.3,180343.48,7.871,2025-11-05,2050-11-06,300,Current,0,NV,Purchase,Townhouse,810,0.7035,0.2368,Complete,2026-08-19T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000981,BR-002380,Nisha Mehta,333310.88,199014.56,6.368,2023-11-22,2053-11-22,360,Current,0,RI,Construction,MultiFamily,793,0.7354,0.2843,Complete,2026-07-28T09:00:00Z,OriginationCore,MeridianServicing
LN-000982,BR-001819,Priya Kapoor,71777.88,49343.93,9.45,2021-08-04,2051-08-05,360,Current,0,MO,Refinance,Condo,818,0.5956,0.416,Pending,2026-08-22T09:00:00Z,OriginationCore,MeridianServicing
LN-000983,BR-000910,Divya Kulkarni,50291.81,0.0,7.602,2025-01-01,2045-01-01,240,Closed,0,SC,Purchase,Townhouse,615,0.9418,0.2883,Complete,2026-07-07T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000984,BR-000303,Sneha Reddy,411177.27,237619.5,9.745,2025-08-22,2050-08-23,300,Current,0,MN,Refinance,Condo,762,0.6241,0.2314,,2026-08-07T09:00:00Z,OriginationCore,MeridianServicing
LN-000985,BR-002279,Kavya Reddy,208593.31,199013.51,7.607,2022-07-29,2032-07-28,120,Current,0,HI,CashOutRefi,MultiFamily,772,0.5661,0.2006,Complete,2026-08-06T09:00:00Z,OriginationCore,ServicerX
LN-000986,BR-000116,Riya Sethi,,516361.64,7.624,2022-11-03,2047-11-04,300,Default,197,NM,Construction,SingleFamily,777,0.6837,0.3951,Complete,2026-08-09T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000987,BR-000012,Nisha Gupta,514698.72,0.0,12.583,2025-12-08,2055-12-09,360,Paid Off,0,CT,CashOutRefi,SingleFamily,693,0.549,0.3309,Missing,2026-07-11T09:00:00Z,OriginationCore,ServicerX
LN-000988,BR-001730,Aman Kulkarni,831249.21,803619.62,10.1,2024-05-02,2044-05-02,240,Current,0,VT,Construction,Townhouse,659,0.9117,0.2834,Complete,2026-07-23T09:00:00Z,OriginationCore,ServicerX
LN-000989,BR-000202,Rahul Reddy,550099.36,0.0,10.058,2022-08-04,2042-08-04,240,Closed,0,AR,Construction,MultiFamily,643,0.7833,0.2835,Complete,2026-07-06T09:00:00Z,OriginationCore,MeridianServicing
LN-000990,BR-002203,Siddharth Malhotra,453308.71,394563.06,5.382,2025-08-13,2035-08-13,120,Current,0,KS,Construction,Condo,605,0.6831,0.241,Complete,2026-08-12T09:00:00Z,OriginationCore,ServicerX
LN-000991,BR-001234,Ananya Joshi,56526.58,47407.04,9.099,2020-12-17,2045-12-18,300,Current,0,ID,Purchase,MultiFamily,815,0.607,0.2813,Pending,2026-07-21T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000992,BR-001074,Vikram Sharma,416639.0,289074.46,12.432,2021-07-12,2051-07-13,360,Current,0,MA,Construction,MultiFamily,705,0.8159,0.269,Pending,2026-07-30T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000993,BR-002075,Aman Sharma,702804.58,0.0,7.889,2022-12-12,2047-12-13,300,Closed,0,MS,CashOutRefi,Townhouse,804,0.6097,0.1958,Complete,2026-08-14T09:00:00Z,OriginationCore,MeridianServicing
LN-000702,BR-001422,Karan Iyer,96063.54,66952.53,3.105,2023-03-01,2043-03-01,240,Current,0,HI,Refinance,SingleFamily,624,0.4837,0.2134,Complete,2026-07-19T09:00:00Z,OriginationCore,MeridianServicing
LN-000995,BR-001295,Aman Nair,639857.19,464884.33,7.487,2021-01-15,2046-01-16,300,Current,0,CO,Refinance,MultiFamily,761,0.9409,0.1823,Pending,2026-07-09T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000996,BR-000062,Rahul Banerjee,894367.48,847817.79,9.771,2022-01-19,2042-01-19,240,Current,0,NM,Construction,Condo,630,0.881,0.2105,Complete,2026-07-23T09:00:00Z,OriginationCore,MeridianServicing
LN-000997,BR-001674,Divya Mehta,841337.56,512677.8,10.344,2026-04-03,2051-04-04,300,Current,0,CA,Refinance,SingleFamily,815,0.4905,0.2214,Complete,2026-07-12T09:00:00Z,OriginationCore,AtlasLoanCare
LN-000998,BR-002181,Arjun Gupta,243779.55,197229.01,9.372,2022-07-27,2047-07-28,300,Current,0,MS,CashOutRefi,Condo,659,0.4704,0.3851,Complete,2026-08-02T09:00:00Z,OriginationCore,ServicerX
LN-000999,BR-000194,Arjun Sethi,796852.46,702079.16,5.926,2022-10-08,2052-10-08,360,Current,0,ME,Construction,MultiFamily,769,0.4801,0.2189,Pending,2026-08-09T09:00:00Z,OriginationCore,ServicerX
LN-001000,BR-002201,Aman Banerjee,181039.26,135214.19,10.845,2024-03-27,2039-03-28,180,30-59 Days,49,WA,Purchase,Townhouse,692,0.8956,0.2894,Complete,2026-07-08T09:00:00Z,OriginationCore,AtlasLoanCare
LN-001001,BR-002208,Nisha Mehta,465892.43,434094.49,12.426,2024-07-16,2044-07-16,240,Current,0,MN,Purchase,SingleFamily,785,0.8657,0.3624,Complete,2026-07-22T09:00:00Z,OriginationCore,ServicerX
LN-001002,BR-000941,Ishita Kulkarni,329608.62,186099.68,8.785,2023-07-19,2033-07-18,120,Current,0,LA,Refinance,MultiFamily,797,0.5262,0.257,Complete,2026-07-19T09:00:00Z,OriginationCore,AtlasLoanCare
LN-001003,BR-002107,Meera Sethi,657882.08,499092.42,6.971,2025-08-18,2035-08-18,120,Current,0,LA,CashOutRefi,MultiFamily,814,0.7685,0.2758,Complete,2026-08-08T09:00:00Z,OriginationCore,ServicerX
LN-001004,BR-000891,Tara Kulkarni,746531.86,636725.21,4.232,2024-01-18,2054-01-18,360,Default,345,UT,CashOutRefi,Condo,744,0.7277,0.2015,Complete,2026-07-27T09:00:00Z,OriginationCore,AtlasLoanCare
LN-001005,BR-002373,Manav Menon,,716660.72,9.068,2023-07-17,2053-07-17,360,30-59 Days,54,GA,Purchase,MultiFamily,660,0.6647,0.3961,Pending,2026-07-21T09:00:00Z,OriginationCore,ServicerX
LN-001006,BR-000367,Aman Kulkarni,628870.18,410226.18,11.599,2021-05-14,2041-05-14,240,Current,0,VA,CashOutRefi,Condo,648,0.4727,0.2213,Complete,2026-07-06T09:00:00Z,OriginationCore,ServicerX
LN-001007,BR-000619,Rahul Kulkarni,188323.93,150645.17,8.75,2021-05-13,2051-05-14,360,Current,0,HI,Refinance,Condo,712,0.8768,0.4735,Complete,2026-08-20T09:00:00Z,OriginationCore,AtlasLoanCare
LN-001008,BR-000943,Vikram Sharma,173849.83,104565.13,3.187,2024-07-10,2039-07-11,180,Current,0,NJ,Construction,Townhouse,609,0.4249,0.1604,Pending,2026-08-15T09:00:00Z,OriginationCore,AtlasLoanCare
LN-001009,BR-001211,Sneha Rao,657636.06,520194.1,7.413,2021-01-05,2051-01-06,360,Current,0,ME,Purchase,Condo,809,0.7042,0.475,Complete,2026-07-05T09:00:00Z,OriginationCore,AtlasLoanCare
LN-001010,BR-002255,Ananya Bose,691849.58,464646.16,6.621,2020-09-06,2030-09-06,120,60-89 Days,73,PA,CashOutRefi,SingleFamily,588,0.402,0.4067,Missing,2026-07-07T09:00:00Z,OriginationCore,MeridianServicing
LN-001011,BR-001554,Tara Nair,52982.06,35642.99,6.811,2024-05-11,2049-05-12,300,60-89 Days,88,VT,Purchase,Townhouse,690,0.9348,0.384,Complete,2026-08-05T09:00:00Z,OriginationCore,ServicerX
LN-001012,BR-000355,Meera Chauhan,819239.03,584302.68,14.348,2026-04-05,2036-04-04,120,Current,0,NH,CashOutRefi,SingleFamily,682,0.7378,0.4728,Complete,2026-07-02T09:00:00Z,OriginationCore,AtlasLoanCare
LN-001013,BR-000798,Manav Sethi,494373.83,440053.25,9.305,2025-12-08,2050-12-09,300,Current,0,OK,Refinance,Townhouse,716,0.7991,0.3476,Complete,2026-07-09T09:00:00Z,OriginationCore,MeridianServicing
LN-001014,BR-002276,Kavya Menon,717174.89,564826.63,4.361,2021-04-04,2051-04-05,360,Current,0,SC,Purchase,MultiFamily,587,0.604,0.357,Complete,2026-07-22T09:00:00Z,OriginationCore,MeridianServicing
LN-001015,BR-000092,Meera Kapoor,812273.36,659296.86,7.964,2021-04-23,2031-04-23,120,Current,0,NJ,Refinance,Townhouse,583,0.5665,0.1775,Pending,2026-08-18T09:00:00Z,OriginationCore,AtlasLoanCare
LN-001016,BR-001288,Rahul Gupta,849633.4,602331.49,8.597,2024-11-04,2044-11-04,240,60-89 Days,69,VA,Purchase,Condo,704,0.5632,0.3607,Complete,2026-07-25T09:00:00Z,OriginationCore,ServicerX
LN-001017,BR-001785,Divya Mehta,288281.25,233674.17,4.871,2024-10-13,2054-10-14,360,Current,0,MI,Purchase,Townhouse,593,0.8461,0.4586,Pending,2026-08-18T09:00:00Z,OriginationCore,MeridianServicing
LN-001018,BR-001203,Aditya Banerjee,828810.66,657713.41,12.585,2023-06-02,2043-06-02,240,Current,0,MA,Construction,Condo,580,0.8647,0.1995,Pending,2026-07-14T09:00:00Z,OriginationCore,MeridianServicing
LN-001019,BR-001636,Karan Verma,653760.63,570798.16,7.715,2026-05-28,2051-05-29,300,Current,0,NJ,Refinance,Condo,791,0.4748,0.4467,Complete,2026-08-22T09:00:00Z,OriginationCore,ServicerX
LN-001020,BR-001147,Priya Iyer,831611.03,782102.42,4.023,2024-07-30,2054-07-31,360,Current,0,HI,CashOutRefi,Townhouse,641,0.4495,0.4978,Complete,2026-07-07T09:00:00Z,OriginationCore,AtlasLoanCare
LN-001021,BR-000242,Meera Reddy,459249.78,323601.26,9.605,2026-05-03,2046-05-03,240,Current,0,SC,Refinance,Townhouse,806,0.844,0.4934,Complete,2026-07-22T09:00:00Z,OriginationCore,MeridianServicing
LN-001022,BR-001805,Arjun Menon,118740.2,104171.01,4.566,2021-08-12,2036-08-12,180,Default,192,AZ,Construction,SingleFamily,787,0.6366,0.2599,Complete,2026-08-12T09:00:00Z,OriginationCore,MeridianServicing
LN-001023,BR-001341,Rohan Chauhan,795668.08,546937.21,12.323,2025-06-08,2045-06-08,240,Current,0,OR,Construction,Townhouse,731,0.7054,0.2247,Pending,2026-07-12T09:00:00Z,OriginationCore,MeridianServicing
LN-001024,BR-000361,Aman Desai,287174.26,172548.52,13.645,2023-07-10,2038-07-10,180,Current,0,IL,CashOutRefi,SingleFamily,634,0.8959,0.4039,Complete,2026-07-04T09:00:00Z,OriginationCore,MeridianServicing
LN-001025,BR-000909,Vikram Nair,180669.71,152151.84,8.385,2025-11-24,2045-11-24,240,30-59 Days,39,IN,CashOutRefi,Townhouse,645,0.6882,0.4585,Complete,2026-08-01T09:00:00Z,OriginationCore,ServicerX
